station;valid_date;valid_time_new;valid_date_time;tmpf;dwpf;relh;drct;sknt;p01i;alti;mslp;vsby;gust;skyc1;skyc2;skyc3;skyc4;skyl1;skyl2;skyl3;skyl4;wxcodes;ice_accretion_1hr;ice_accretion_3hr;ice_accretion_6hr;peak_wind_gust;peak_wind_drct;peak_wind_time;feel;metar;airport;snowdepth
LGA;22.01.2023;20:51;22.01.2023 20:51;41.00;28.00;59.55;180.00;7.00;0.00;30.03;1016.80;10.00;;BKN;BKN;OVC;;3400.00;4500.00;11000.00;;;;;;;;;35.75;KLGA 222051Z 18007KT 10SM BKN034 BKN045 OVC110 05/M02 A3003 RMK AO2 SLP168 T00501022 56024;LGA;
JFK;22.01.2023;20:51;22.01.2023 20:51;40.00;30.90;69.96;120.00;5.00;0.00;30.05;1017.40;10.00;;BKN;BKN;OVC;;2900.00;4000.00;8000.00;;;;;;;;;35.78;KJFK 222051Z 12005KT 10SM BKN029 BKN040 OVC080 04/M01 A3005 RMK AO2 SLP174 T00441006 56025 $;JFK;
LGA;22.01.2023;21:22;22.01.2023 21:22;41.00;28.00;59.55;170.00;7.00;0.00;30.02;;10.00;;OVC;;;;2800.00;;;;;;;;;;;35.75;KLGA 222122Z 17007KT 10SM OVC028 05/M02 A3002 RMK AO2 T00501022;LGA;
JFK;22.01.2023;21:42;22.01.2023 21:42;39.00;33.00;79.17;110.00;5.00;T;30.02;;10.00;;SCT;BKN;OVC;;2500.00;3800.00;7000.00;;-RA;;;;;;;34.71;KJFK 222142Z 11005KT 10SM -RA SCT025 BKN038 OVC070 04/01 A3002 RMK AO2 RAB33 P0000 T00390006 $;JFK;
JFK;22.01.2023;21:51;22.01.2023 21:51;39.00;34.00;82.08;100.00;7.00;T;30.01;1016.30;10.00;;SCT;BKN;OVC;;2500.00;3700.00;5500.00;;-RA;;;;;;;33.31;KJFK 222151Z 10007KT 10SM -RA SCT025 BKN037 OVC055 04/01 A3001 RMK AO2 RAB33 SLP163 P0000 T00390011 $;JFK;
LGA;22.01.2023;21:51;22.01.2023 21:51;41.00;28.90;61.79;130.00;8.00;T;30.00;1015.80;10.00;;BKN;BKN;OVC;;2900.00;3500.00;7000.00;;-RA;;;;;;;35.20;KLGA 222151Z 13008KT 10SM -RA BKN029 BKN035 OVC070 05/M02 A3000 RMK AO2 RAB38 SLP158 P0000 T00501017;LGA;
JFK;22.01.2023;22:40;22.01.2023 22:40;39.00;36.00;88.87;80.00;5.00;0.02;29.98;;10.00;;BKN;BKN;OVC;;2200.00;3200.00;5500.00;;-RA;;;;;;;34.71;KJFK 222240Z 08005KT 10SM -RA BKN022 BKN032 OVC055 04/02 A2998 RMK AO2 P0002 T00390022 $;JFK;
JFK;22.01.2023;22:51;22.01.2023 22:51;39.00;36.00;88.87;70.00;6.00;0.02;29.96;1014.50;8.00;;BKN;OVC;;;2000.00;3200.00;;;-RA;;;;;;;33.96;KJFK 222251Z 07006KT 8SM -RA BKN020 OVC032 04/02 A2996 RMK AO2 SLP145 P0002 T00390022 $;JFK;
LGA;22.01.2023;22:51;22.01.2023 22:51;40.00;30.90;69.96;90.00;7.00;0.01;29.95;1014.20;10.00;;BKN;BKN;OVC;;2500.00;3600.00;5000.00;;-RA;;;;;;;34.41;KLGA 222251Z 09007KT 10SM -RA BKN025 BKN036 OVC050 04/M01 A2995 RMK AO2 SLP142 P0001 T00441006;LGA;
JFK;22.01.2023;23:51;22.01.2023 23:51;38.00;37.00;96.52;40.00;7.00;0.03;29.96;1014.30;6.00;;FEW;BKN;OVC;;1200.00;1700.00;4000.00;;-RA BR;;;;;;;31.97;KJFK 222351Z 04007KT 6SM -RA BR FEW012 BKN017 OVC040 03/03 A2996 RMK AO2 SLP143 P0003 60005 T00330028 10044 20033 56031 $;JFK;
LGA;22.01.2023;23:51;22.01.2023 23:51;39.00;32.00;75.75;60.00;5.00;0.03;29.95;1014.30;6.00;;BKN;OVC;;;2000.00;3200.00;;;-RA;;;;;;;34.71;KLGA 222351Z 06005KT 6SM -RA BKN020 OVC032 04/00 A2995 RMK AO2 SLP143 P0003 60004 T00390000 10056 20039 55025;LGA;
JFK;23.01.2023;0:45;23.01.2023 00:45;37.40;37.40;100.00;360.00;9.00;0.09;29.95;;4.00;;FEW;BKN;OVC;;800.00;1500.00;3500.00;;RA BR;;;;;;;30.23;KJFK 230045Z 36009KT 4SM RA BR FEW008 BKN015 OVC035 03/03 A2995 RMK AO2 P0009 $;JFK;
JFK;23.01.2023;0:51;23.01.2023 00:51;38.00;37.00;96.52;10.00;8.00;0.11;29.93;1013.60;4.00;;FEW;BKN;OVC;;700.00;1600.00;3500.00;;RA BR;;;;;;;31.38;KJFK 230051Z 01008KT 4SM RA BR FEW007 BKN016 OVC035 03/03 A2993 RMK AO2 PRESFR SLP136 P0011 T00330028 $;JFK;
LGA;23.01.2023;0:51;23.01.2023 00:51;38.00;33.00;82.66;40.00;7.00;0.10;29.93;1013.60;5.00;;BKN;OVC;;;1800.00;2800.00;;;RA;;;;;;;31.97;KLGA 230051Z 04007KT 5SM RA BKN018 OVC028 03/01 A2993 RMK AO2 PRESFR SLP136 P0010 T00330006;LGA;
JFK;23.01.2023;1:51;23.01.2023 01:51;38.00;37.00;96.52;30.00;10.00;0.12;29.87;1011.50;6.00;;SCT;SCT;OVC;;600.00;1600.00;4000.00;;-RA BR;;;;;;;30.37;KJFK 230151Z 03010KT 6SM -RA BR SCT006 SCT016 OVC040 03/03 A2987 RMK AO2 PRESFR SLP115 P0012 T00330028 $;JFK;
LGA;23.01.2023;1:51;23.01.2023 01:51;39.00;34.00;82.08;50.00;11.00;0.10;29.88;1011.70;6.00;;BKN;OVC;;;1800.00;2600.00;;;-RA;;;;;;;31.31;KLGA 230151Z 05011KT 6SM -RA BKN018 OVC026 04/01 A2988 RMK AO2 SLP117 P0010 T00390011 $;LGA;
JFK;23.01.2023;2:19;23.01.2023 02:19;38.00;37.00;96.52;20.00;11.00;0.03;29.84;;6.00;;SCT;SCT;OVC;;600.00;1300.00;2700.00;;RA BR;;;;;;;29.92;KJFK 230219Z 02011KT 6SM RA BR SCT006 SCT013 OVC027 03/03 A2984 RMK AO2 PRESFR P0003 T00330028 $;JFK;
JFK;23.01.2023;2:51;23.01.2023 02:51;38.00;38.00;100.00;30.00;11.00;0.06;29.82;1009.60;5.00;;SCT;BKN;OVC;;500.00;1200.00;2000.00;;-RA BR;;;;;;;29.92;KJFK 230251Z 03011KT 5SM -RA BR SCT005 BKN012 OVC020 03/03 A2982 RMK AO2 SLP096 P0006 60029 T00330033 58044 $;JFK;
LGA;23.01.2023;2:51;23.01.2023 02:51;39.00;35.00;85.76;30.00;11.00;0.04;29.82;1009.90;6.00;;BKN;BKN;OVC;;600.00;1600.00;2800.00;;RA BR;;;;;;;31.31;KLGA 230251Z 03011KT 6SM RA BR BKN006 BKN016 OVC028 04/02 A2982 RMK AO2 SLP099 P0004 60024 T00390017 58044;LGA;
JFK;23.01.2023;3:28;23.01.2023 03:28;39.00;39.00;100.00;360.00;8.00;0.02;29.81;;4.00;;BKN;OVC;;;600.00;2000.00;;;-RA BR;;;;;;;32.74;KJFK 230328Z 36008KT 4SM -RA BR BKN006 OVC020 04/04 A2981 RMK AO2 P0002 T00390039 $;JFK;
LGA;23.01.2023;3:34;23.01.2023 03:34;38.00;34.00;85.69;30.00;8.00;0.08;29.81;;2.00;;OVC;;;;600.00;;;;RA BR;;;;;;;31.38;KLGA 230334Z 03008KT 2SM RA BR OVC006 03/01 A2981 RMK AO2 SFC VIS 2 1/2 P0008 T00330011;LGA;
JFK;23.01.2023;3:51;23.01.2023 03:51;39.00;39.00;100.00;20.00;10.00;0.05;29.76;1007.90;4.00;;OVC;;;;600.00;;;;RA BR;;;;;;;31.75;KJFK 230351Z 02010KT 4SM RA BR OVC006 04/04 A2976 RMK AO2 PRESFR SLP079 P0005 T00390039 $;JFK;
LGA;23.01.2023;3:51;23.01.2023 03:51;38.00;34.00;85.69;30.00;7.00;0.11;29.78;1008.30;2.00;;OVC;;;;600.00;;;;RA BR;;;;;;;31.97;KLGA 230351Z 03007KT 2SM RA BR OVC006 03/01 A2978 RMK AO2 SFC VIS 3 PRESFR SLP083 P0011 T00330011;LGA;
JFK;23.01.2023;4:51;23.01.2023 04:51;39.00;38.00;95.78;30.00;11.00;0.07;29.70;1005.60;5.00;;OVC;;;;600.00;;;;RA BR;;;;;;;31.31;KJFK 230451Z 03011KT 5SM RA BR OVC006 04/03 A2970 RMK AO2 PRESFR SLP056 P0007 T00390033 400440022 $;JFK;
LGA;23.01.2023;4:51;23.01.2023 04:51;38.00;34.00;85.69;30.00;10.00;0.12;29.71;1006.20;2.00;;OVC;;;;600.00;;;;RA BR;;;;;;;30.37;KLGA 230451Z 03010KT 2SM RA BR OVC006 03/01 A2971 RMK AO2 SFC VIS 3 PRESFR SLP062 P0012 T00330011 400560028;LGA;
JFK;23.01.2023;5:51;23.01.2023 05:51;39.00;38.00;95.78;10.00;13.00;0.04;29.65;1003.80;5.00;;OVC;;;;500.00;;;;-RA BR;;;;;;;30.54;KJFK 230551Z COR 01013KT 5SM -RA BR OVC005 04/03 A2965 RMK AO2 SLP038 P0004 60045 T00390033 10039 20028 58057 $;JFK;
LGA;23.01.2023;5:51;23.01.2023 05:51;38.00;35.00;89.53;30.00;8.00;0.13;29.66;1004.20;2.00;;OVC;;;;600.00;;;;RA BR;;;;;;;31.38;KLGA 230551Z 03008KT 2SM RA BR OVC006 03/02 A2966 RMK AO2 SFC VIS 3 SLP042 P0013 60060 T00330017 10044 20033 58057;LGA;
JFK;23.01.2023;6:51;23.01.2023 06:51;38.00;38.00;100.00;360.00;12.00;0.03;29.60;1002.30;5.00;;OVC;;;;500.00;;;;-RA BR;;;;;;;29.51;KJFK 230651Z 36012KT 5SM -RA BR OVC005 03/03 A2960 RMK AO2 SLP023 P0003 T00330033 $;JFK;
LGA;23.01.2023;6:51;23.01.2023 06:51;38.00;35.00;89.53;350.00;9.00;0.06;29.61;1002.70;2.00;;OVC;;;;600.00;;;;-RA BR;;;;;;;30.85;KLGA 230651Z 35009KT 2SM -RA BR OVC006 03/02 A2961 RMK AO2 SFC VIS 3 SLP027 P0006 T00330017;LGA;
LGA;23.01.2023;7:51;23.01.2023 07:51;38.00;35.00;89.53;10.00;9.00;0.02;29.55;1000.70;2.00;;OVC;;;;600.00;;;;-RA BR;;;;;;;30.85;KLGA 230751Z 01009KT 2SM -RA BR OVC006 03/02 A2955 RMK AO2 SFC VIS 3 SLP007 P0002 T00330017;LGA;
JFK;23.01.2023;7:51;23.01.2023 07:51;39.00;38.00;95.78;30.00;12.00;0.01;29.55;1000.60;4.00;;OVC;;;;500.00;;;;-RA BR;;;;;;;30.91;KJFK 230751Z 03012KT 4SM -RA BR OVC005 04/03 A2955 RMK AO2 SLP006 P0001 T00390033 $;JFK;
LGA;23.01.2023;8:51;23.01.2023 08:51;38.00;35.00;89.53;10.00;7.00;0.01;29.53;999.90;2.00;;OVC;;;;600.00;;;;-RA BR;;;;;;;31.97;KLGA 230851Z 01007KT 2SM -RA BR OVC006 03/02 A2953 RMK AO2 SFC VIS 3 SNB18E24 SLP999 P0001 60009 T00330017 56043;LGA;
JFK;23.01.2023;8:51;23.01.2023 08:51;39.00;38.00;95.78;10.00;10.00;0.01;29.52;999.70;4.00;;OVC;;;;500.00;;;;-RA BR;;;;;;;31.75;KJFK 230851Z 01010KT 4SM -RA BR OVC005 04/03 A2952 RMK AO2 SLP997 P0001 60005 T00390033 56042 $;JFK;
JFK;23.01.2023;9:51;23.01.2023 09:51;39.00;38.00;95.78;350.00;12.00;T;29.54;1000.30;4.00;;OVC;;;;500.00;;;;-RA BR;;;;;;;30.91;KJFK 230951Z 35012KT 4SM -RA BR OVC005 04/03 A2954 RMK AO2 SLP003 P0000 T00390033 $;JFK;
LGA;23.01.2023;9:51;23.01.2023 09:51;39.00;35.00;85.76;350.00;11.00;T;29.55;1000.50;2.00;18.00;OVC;;;;600.00;;;;-RA BR;;;;;;;31.31;KLGA 230951Z 35011G18KT 2SM -RA BR OVC006 04/02 A2955 RMK AO2 SFC VIS 3 RAE01B18 SLP005 P0000 T00390017;LGA;
JFK;23.01.2023;10:09;23.01.2023 10:09;38.00;38.00;100.00;350.00;14.00;T;29.54;;2.50;;OVC;;;;500.00;;;;-RA BR;;;;;;;28.77;KJFK 231009Z 35014KT 2 1/2SM -RA BR OVC005 03/03 A2954 RMK AO2 CIG 004V008 P0000 T00330033 $;JFK;
JFK;23.01.2023;10:18;23.01.2023 10:18;38.00;38.00;100.00;340.00;14.00;T;29.53;;4.00;;OVC;;;;500.00;;;;-RA BR;;;;;;;28.77;KJFK 231018Z 34014KT 4SM -RA BR OVC005 03/03 A2953 RMK AO2 P0000 T00330033 $;JFK;
LGA;23.01.2023;10:48;23.01.2023 10:48;37.40;35.60;93.14;360.00;11.00;0.01;29.53;;6.00;;BKN;OVC;;;800.00;1400.00;;;-RA BR;;;;;;;29.29;KLGA 231048Z COR 36011KT 6SM -RA BR BKN008 OVC014 03/02 A2953 RMK AO2 P0001;LGA;
LGA;23.01.2023;10:51;23.01.2023 10:51;38.00;35.00;89.53;360.00;9.00;0.01;29.53;999.80;6.00;;BKN;OVC;;;800.00;1400.00;;;-RA BR;;;;;;;30.85;KLGA 231051Z COR 36009KT 6SM -RA BR BKN008 OVC014 03/02 A2953 RMK AO2 SLP998 P0001 T00330017;LGA;
JFK;23.01.2023;10:51;23.01.2023 10:51;38.00;37.00;96.52;360.00;15.00;T;29.51;999.40;4.00;;OVC;;;;500.00;;;;-RA BR;;;;;;;28.43;KJFK 231051Z 36015KT 4SM -RA BR OVC005 03/03 A2951 RMK AO2 SLP994 P0000 T00330028;JFK;
LGA;23.01.2023;11:51;23.01.2023 11:51;38.00;34.00;85.69;10.00;7.00;0.02;29.50;999.00;6.00;;BKN;OVC;;;800.00;2000.00;;;-RA BR;;;;;;;31.97;KLGA 231151Z COR 01007KT 6SM -RA BR BKN008 OVC020 03/01 A2950 RMK AO2 SLP990 931000 P0002 60012 70076 T00330011 10039 20033 58014;LGA;
JFK;23.01.2023;11:51;23.01.2023 11:51;38.00;37.00;96.52;360.00;10.00;0.01;29.52;999.50;8.00;;OVC;;;;700.00;;;;-RA;;;;;;;30.37;KJFK 231151Z 36010KT 8SM -RA OVC007 03/03 A2952 RMK AO2 SLP995 CIG 005V009 P0001 60006 70056 T00330028 10039 20028 58001;JFK;
LGA;23.01.2023;12:51;23.01.2023 12:51;38.00;34.00;85.69;340.00;12.00;T;29.52;999.60;7.00;;BKN;OVC;;;1100.00;2000.00;;;-RA;;;;;;;29.51;KLGA 231251Z 34012KT 7SM -RA BKN011 OVC020 03/01 A2952 RMK AO2 SLP996 P0000 T00330011;LGA;
JFK;23.01.2023;12:51;23.01.2023 12:51;38.00;37.00;96.52;360.00;9.00;T;29.53;999.90;7.00;;OVC;;;;1000.00;;;;-RA;;;;;;;30.85;KJFK 231251Z 36009KT 7SM -RA OVC010 03/03 A2953 RMK AO2 RAE02B47 SLP999 CIG 007V013 P0000 T00330028;JFK;
LGA;23.01.2023;13:51;23.01.2023 13:51;39.00;34.00;82.08;350.00;9.00;T;29.53;1000.00;7.00;;BKN;OVC;;;1100.00;2000.00;;;-RA;;;;;;;32.22;KLGA 231351Z 35009KT 7SM -RA BKN011 OVC020 04/01 A2953 RMK AO2 SLP000 P0000 T00390011;LGA;
JFK;23.01.2023;13:51;23.01.2023 13:51;39.00;38.00;95.78;340.00;8.00;0.02;29.54;1000.30;8.00;;BKN;OVC;;;1100.00;2400.00;;;-RA;;;;;;;32.74;KJFK 231351Z 34008KT 8SM -RA BKN011 OVC024 04/03 A2954 RMK AO2 SLP003 CIG 008V014 P0002 T00390033;JFK;
JFK;23.01.2023;14:33;23.01.2023 14:33;39.00;38.00;95.78;320.00;8.00;T;29.56;;3.00;;BKN;OVC;;;800.00;1600.00;;;-RA BR;;;;;;;32.74;KJFK 231433Z 32008KT 3SM -RA BR BKN008 OVC016 04/03 A2956 RMK AO2 SFC VIS 4 P0000 T00390033;JFK;
LGA;23.01.2023;14:51;23.01.2023 14:51;39.00;34.00;82.08;330.00;8.00;T;29.55;1000.80;5.00;;BKN;OVC;;;1100.00;2000.00;;;HZ;;;;;;;32.74;KLGA 231451Z 33008KT 5SM HZ BKN011 OVC020 04/01 A2955 RMK AO2 RAE36 SLP008 P0000 60000 T00390011 53018;LGA;
JFK;23.01.2023;14:51;23.01.2023 14:51;39.00;38.00;95.78;320.00;12.00;0.01;29.56;1000.80;2.00;;BKN;OVC;;;800.00;1900.00;;;-RA BR;;;;;;;30.91;KJFK 231451Z 32012KT 2SM R04R/6000VP6000FT -RA BR BKN008 OVC019 04/03 A2956 RMK AO2 SFC VIS 2 1/2 SLP008 P0001 60003 T00390033 53013;JFK;
LGA;23.01.2023;14:56;23.01.2023 14:56;38.00;34.00;85.69;310.00;11.00;T;29.55;;2.00;;BKN;OVC;;;600.00;1400.00;;;-RA BR;;;;;;;29.92;KLGA 231456Z 31011KT 2SM -RA BR BKN006 OVC014 03/01 A2955 RMK AO2 RAB54 P0000 T00330011;LGA;
LGA;23.01.2023;15:51;23.01.2023 15:51;38.00;34.00;85.69;320.00;13.00;0.03;29.55;1000.70;4.00;;BKN;OVC;;;800.00;1400.00;;;-RA BR;;;;;;;29.13;KLGA 231551Z 32013KT 4SM -RA BR BKN008 OVC014 03/01 A2955 RMK AO2 RAB1454 SLP007 P0003 T00330011;LGA;
JFK;23.01.2023;15:51;23.01.2023 15:51;38.00;37.00;96.52;310.00;13.00;0.01;29.56;1001.00;3.00;;BKN;OVC;;;900.00;2400.00;;;-RA BR;;;;;;;29.13;KJFK 231551Z 31013KT 3SM -RA BR BKN009 OVC024 03/03 A2956 RMK AO2 SFC VIS 5 SLP010 P0001 T00330028;JFK;
LGA;23.01.2023;16:01;23.01.2023 16:01;38.00;34.00;85.69;330.00;11.00;0.01;29.55;;5.00;;FEW;BKN;OVC;;600.00;1000.00;1600.00;;-RA BR;;;;;;;29.92;KLGA 231601Z 33011KT 5SM -RA BR FEW006 BKN010 OVC016 03/01 A2955 RMK AO2 P0001 T00330011;LGA;
LGA;23.01.2023;16:51;23.01.2023 16:51;38.00;33.00;82.66;330.00;10.00;0.03;29.54;1000.40;7.00;;BKN;BKN;OVC;;1300.00;1800.00;2400.00;;-RA;;;;;;;30.37;KLGA 231651Z 33010KT 7SM -RA BKN013 BKN018 OVC024 03/01 A2954 RMK AO2 SLP004 P0003 T00330006;LGA;
JFK;23.01.2023;16:51;23.01.2023 16:51;38.00;37.00;96.52;320.00;15.00;0.03;29.54;1000.40;8.00;;BKN;BKN;OVC;;900.00;1900.00;7000.00;;-RA;;;;;;;28.43;KJFK 231651Z 32015KT 8SM -RA BKN009 BKN019 OVC070 03/03 A2954 RMK AO2 SLP004 P0003 T00330028;JFK;
JFK;23.01.2023;17:51;23.01.2023 17:51;39.00;37.00;92.45;320.00;12.00;T;29.55;1000.60;6.00;;BKN;OVC;;;1000.00;1900.00;;;-RA BR;;;;;;;30.91;KJFK 231751Z 32012KT 6SM -RA BR BKN010 OVC019 04/03 A2955 RMK AO2 SLP006 CIG 008V012 P0000 60007 T00390028 10039 20033 55001;JFK;
LGA;23.01.2023;17:51;23.01.2023 17:51;39.00;34.00;82.08;310.00;13.00;T;29.54;1000.40;6.00;;BKN;BKN;OVC;;1100.00;1800.00;3700.00;;-RA;;;;;;;30.54;KLGA 231751Z 31013KT 6SM -RA BKN011 BKN018 OVC037 04/01 A2954 RMK AO2 SLP004 P0000 60006 T00390011 10039 20033 56004;LGA;
LGA;23.01.2023;18:10;23.01.2023 18:10;39.00;34.00;82.08;310.00;17.00;T;29.55;;6.00;;BKN;BKN;OVC;;1300.00;2300.00;3700.00;;-RASN;;;;;;;29.25;KLGA 231810Z 31017KT 6SM -RASN BKN013 BKN023 OVC037 04/01 A2955 RMK AO2 SNB10 P0000 T00390011;LGA;
LGA;23.01.2023;18:35;23.01.2023 18:35;38.00;32.00;79.08;310.00;16.00;0.02;29.55;;5.00;;BKN;BKN;OVC;;1300.00;1700.00;3700.00;;-RA HZ;;;;;;;28.11;KLGA 231835Z 31016KT 5SM -RA HZ BKN013 BKN017 OVC037 03/00 A2955 RMK AO2 SNB10E35 P0002 T00330000;LGA;
JFK;23.01.2023;18:51;23.01.2023 18:51;38.00;35.00;89.53;310.00;16.00;0.02;29.57;1001.20;9.00;;BKN;BKN;OVC;;1000.00;2200.00;3100.00;;-RA;;;;;;;28.11;KJFK 231851Z 31016KT 9SM -RA BKN010 BKN022 OVC031 03/02 A2957 RMK AO2 SLP012 P0002 T00330017;JFK;
LGA;23.01.2023;18:51;23.01.2023 18:51;37.00;32.00;81.93;310.00;17.00;0.02;29.56;1001.00;5.00;;BKN;OVC;;;1300.00;2600.00;;;-RA HZ;;;;;;;26.63;KLGA 231851Z 31017KT 5SM -RA HZ BKN013 OVC026 03/00 A2956 RMK AO2 SNB10E35 SLP010 P0002 T00280000;LGA;
JFK;23.01.2023;19:51;23.01.2023 19:51;37.00;34.00;88.78;310.00;16.00;0.01;29.62;1003.00;9.00;24.00;BKN;OVC;;;1400.00;2700.00;;;-RA;;;;;;;26.94;KJFK 231951Z 31016G24KT 9SM -RA BKN014 OVC027 03/01 A2962 RMK AO2 PRESRR SLP030 P0001 T00280011;JFK;
LGA;23.01.2023;19:51;23.01.2023 19:51;37.00;32.00;81.93;310.00;12.00;0.02;29.61;1002.80;10.00;;BKN;OVC;;;1200.00;2200.00;;;-RA;;;;;;;28.37;KLGA 231951Z 31012KT 10SM -RA BKN012 OVC022 03/00 A2961 RMK AO2 SLP028 P0002 T00280000;LGA;
LGA;23.01.2023;20:51;23.01.2023 20:51;38.00;32.00;79.08;310.00;16.00;0.05;29.66;1004.20;9.00;22.00;FEW;BKN;OVC;;1300.00;1800.00;2900.00;;-RA;;;;;;;28.11;KLGA 232051Z 31016G22KT 9SM -RA FEW013 BKN018 OVC029 03/00 A2966 RMK AO2 SLP042 P0005 60009 T00330000 53038;LGA;
JFK;23.01.2023;20:51;23.01.2023 20:51;37.00;35.00;92.76;310.00;15.00;0.03;29.66;1004.30;8.00;;BKN;OVC;;;1300.00;2500.00;;;-RA;;;;;;;27.26;KJFK 232051Z 31015KT 8SM -RA BKN013 OVC025 03/02 A2966 RMK AO2 SLP043 P0003 60006 T00280017 53037;JFK;
JFK;23.01.2023;21:34;23.01.2023 21:34;38.00;34.00;85.69;310.00;15.00;0.02;29.69;;10.00;22.00;BKN;BKN;BKN;BKN;1900.00;2900.00;5000.00;25000.00;-RA;;;;;;;28.43;KJFK 232134Z 31015G22KT 10SM -RA BKN019 BKN029 BKN050 BKN250 03/01 A2969 RMK AO2 P0002 T00330011;JFK;
LGA;23.01.2023;21:51;23.01.2023 21:51;39.00;30.90;72.45;310.00;17.00;T;29.69;1005.40;10.00;26.00;FEW;SCT;BKN;BKN;2100.00;3300.00;9500.00;16000.00;;;;;26.00;310.00;2023-01-23 21:03;29.25;KLGA 232151Z 31017G26KT 10SM FEW021 SCT033 BKN095 BKN160 04/M01 A2969 RMK AO2 PK WND 31026/2103 RAE18 SLP054 P0000 T00391006;LGA;
JFK;23.01.2023;21:51;23.01.2023 21:51;38.00;33.00;82.66;310.00;16.00;0.02;29.70;1005.70;10.00;27.00;BKN;BKN;BKN;BKN;1900.00;2900.00;5000.00;25000.00;;;;;27.00;310.00;2023-01-23 21:47;28.11;KJFK 232151Z 31016G27KT 10SM BKN019 BKN029 BKN050 BKN250 03/01 A2970 RMK AO2 PK WND 31027/2147 RAE37 SLP057 P0002 T00330006;JFK;
JFK;23.01.2023;22:44;23.01.2023 22:44;39.00;30.00;69.85;310.00;20.00;0.00;29.74;;10.00;26.00;BKN;BKN;;;3200.00;5000.00;;;;;;;26.00;300.00;2023-01-23 22:19;28.44;KJFK 232244Z 31020G26KT 10SM BKN032 BKN050 04/M01 A2974 RMK AO2 PK WND 30026/2219 T00391011;JFK;
JFK;23.01.2023;22:51;23.01.2023 22:51;38.00;30.00;72.93;310.00;18.00;0.00;29.74;1007.00;10.00;27.00;BKN;BKN;;;3200.00;5000.00;;;;;;;27.00;310.00;2023-01-23 22:49;27.52;KJFK 232251Z 31018G27KT 10SM BKN032 BKN050 03/M01 A2974 RMK AO2 PK WND 31027/2249 SLP070 T00331011;JFK;
LGA;23.01.2023;22:51;23.01.2023 22:51;39.00;28.00;64.37;300.00;24.00;0.00;29.74;1007.00;10.00;30.00;FEW;BKN;BKN;;2000.00;3300.00;9500.00;;;;;;30.00;290.00;2023-01-23 22:50;27.50;KLGA 232251Z 30024G30KT 10SM FEW020 BKN033 BKN095 04/M02 A2974 RMK AO2 PK WND 29030/2250 SLP070 T00391022;LGA;
LGA;23.01.2023;23:51;23.01.2023 23:51;37.00;26.10;64.38;320.00;20.00;0.00;29.80;1009.00;10.00;31.00;BKN;OVC;;;3000.00;7000.00;;;;;;;33.00;310.00;2023-01-23 23:33;25.78;KLGA 232351Z 32020G31KT 10SM BKN030 OVC070 03/M03 A2980 RMK AO2 PK WND 31033/2333 SLP090 931000 60009 T00281033 10039 20028 53048;LGA;
JFK;23.01.2023;23:51;23.01.2023 23:51;37.00;27.00;66.82;310.00;22.00;0.00;29.80;1009.00;10.00;32.00;BKN;;;;3400.00;;;;;;;;33.00;310.00;2023-01-23 23:47;25.27;KJFK 232351Z 31022G32KT 10SM BKN034 03/M03 A2980 RMK AO2 PK WND 31033/2347 SLP090 60008 T00281028 10039 20028 53047;JFK;
JFK;24.01.2023;0:51;24.01.2023 00:51;36.00;27.00;69.51;310.00;25.00;0.00;29.84;1010.30;10.00;32.00;SCT;BKN;;;2800.00;3500.00;;;;;;;32.00;320.00;2023-01-24 00:51;23.23;KJFK 240051Z 31025G32KT 10SM SCT028 BKN035 02/M03 A2984 RMK AO2 PK WND 32032/0051 SLP103 T00221028;JFK;
LGA;24.01.2023;0:51;24.01.2023 00:51;37.00;25.00;61.50;310.00;20.00;0.00;29.83;1010.10;10.00;27.00;BKN;OVC;;;3300.00;7000.00;;;;;;;35.00;320.00;2023-01-24 00:08;25.78;KLGA 240051Z 31020G27KT 10SM BKN033 OVC070 03/M04 A2983 RMK AO2 PK WND 32035/0008 SLP101 T00281039;LGA;
JFK;24.01.2023;1:51;24.01.2023 01:51;36.00;25.00;63.98;300.00;19.00;0.00;29.87;1011.40;10.00;33.00;BKN;;;;3400.00;;;;;;;;33.00;300.00;2023-01-24 01:42;24.73;KJFK 240151Z 30019G33KT 10SM BKN034 02/M04 A2987 RMK AO2 PK WND 30033/0142 SLP114 T00221039;JFK;
LGA;24.01.2023;1:51;24.01.2023 01:51;37.00;25.00;61.50;310.00;22.00;0.00;29.87;1011.60;10.00;31.00;BKN;BKN;;;3300.00;7000.00;;;;;;;33.00;320.00;2023-01-24 00:58;25.27;KLGA 240151Z 31022G31KT 10SM BKN033 BKN070 03/M04 A2987 RMK AO2 PK WND 32033/0058 SLP116 T00281039;LGA;
LGA;24.01.2023;2:51;24.01.2023 02:51;36.00;24.10;61.62;320.00;19.00;0.00;29.91;1012.90;10.00;29.00;BKN;;;;3000.00;;;;;;;;30.00;310.00;2023-01-24 01:53;24.73;KLGA 240251Z 32019G29KT 10SM BKN030 02/M04 A2991 RMK AO2 PK WND 31030/0153 SLP129 T00221044 53039;LGA;
JFK;24.01.2023;2:51;24.01.2023 02:51;36.00;25.00;63.98;310.00;20.00;0.00;29.93;1013.30;10.00;30.00;OVC;;;;3000.00;;;;;;;;33.00;310.00;2023-01-24 02:03;24.45;KJFK 240251Z 31020G30KT 10SM OVC030 02/M04 A2993 RMK AO2 PK WND 31033/0203 SLP133 T00221039 53043;JFK;
